# Gene Family	C2_Abundance-RPKs
K02507|g__Haemophilus.s__Haemophilus_parainfluenzae	1.565
K02517	2.392
K02517|g__Haemophilus.s__Haemophilus_parainfluenzae	2.392
K02520	5.263
K02520|g__Haemophilus.s__Haemophilus_sputorum	5.263
K02521	1.427
K02521|g__Haemophilus.s__Haemophilus_parainfluenzae	1.427
K02523	2.183
K02523|g__Haemophilus.s__Haemophilus_parainfluenzae	2.183
K02527	0.855
K02527|g__Haemophilus.s__Haemophilus_parainfluenzae	0.855
K02529	0.988
K02529|g__Prevotella.s__Prevotella_melaninogenica	0.988
K02535	4.872
K02535|g__Haemophilus.s__Haemophilus_sputorum	4.872
K02536	1.08
K02536|g__Haemophilus.s__Haemophilus_parainfluenzae	1.08
K02548	1.186
K02548|g__Prevotella.s__Prevotella_melaninogenica	1.186
K02549	1.124
K02549|g__Haemophilus.s__Haemophilus_parainfluenzae	1.124
K02551	1.28
K02551|g__Prevotella.s__Prevotella_melaninogenica	1.28
K02552	3.387
K02552|g__Haemophilus.s__Haemophilus_parainfluenzae	3.387
K02558	3.185
K02558|g__Haemophilus.s__Haemophilus_parainfluenzae	3.185
K02569	3.711
K02569|g__Haemophilus.s__Haemophilus_parainfluenzae	3.711
K02573	1.239
K02573|g__Haemophilus.s__Haemophilus_sputorum	1.239
K02574	2.46
K02574|g__Haemophilus.s__Haemophilus_parainfluenzae	1.199
K02574|g__Haemophilus.s__Haemophilus_sputorum	1.261
K02656	8.82
K02656|g__Haemophilus.s__Haemophilus_parainfluenzae	8.82
K02680	3.188
K02680|g__Haemophilus.s__Haemophilus_parainfluenzae	3.188
K02687	3.812
K02687|g__Haemophilus.s__Haemophilus_parainfluenzae	2.538
K02687|g__Haemophilus.s__Haemophilus_sputorum	1.274
K02742	5.067
K02742|g__Haemophilus.s__Haemophilus_parainfluenzae	5.067
K02759	7.067
K02759|unclassified	7.067
K02768	1.41
K02768|g__Haemophilus.s__Haemophilus_parainfluenzae	1.41
K02778	1.917
K02778|g__Haemophilus.s__Haemophilus_parainfluenzae	1.917
K02779	1.917
K02779|g__Haemophilus.s__Haemophilus_parainfluenzae	1.917
K02809	1.512
K02809|g__Haemophilus.s__Haemophilus_parainfluenzae	1.512
K02810	1.512
K02810|g__Haemophilus.s__Haemophilus_parainfluenzae	1.512
K02834	3.546
K02834|g__Haemophilus.s__Haemophilus_sputorum	3.546
K02835	6.018
K02835|g__Haemophilus.s__Haemophilus_sputorum	4.069
K02835|g__Prevotella.s__Prevotella_melaninogenica	1.949
K02837	1.342
K02837|g__Haemophilus.s__Haemophilus_sputorum	1.342
K02838	4.338
K02838|g__Prevotella.s__Prevotella_melaninogenica	4.338
K02860	4.673
K02860|g__Haemophilus.s__Haemophilus_sputorum	4.673
K02863	6.777
K02863|g__Haemophilus.s__Haemophilus_sputorum	6.777
K02864	7.305
K02864|g__Haemophilus.s__Haemophilus_sputorum	2.532
K02864|g__Prevotella.s__Prevotella_melaninogenica	4.773
K02867	9.119
K02867|g__Haemophilus.s__Haemophilus_sputorum	9.119
K02876	20.887
K02876|g__Haemophilus.s__Haemophilus_parainfluenzae	11.931
K02876|g__Haemophilus.s__Haemophilus_sputorum	8.955
K02879	6.17
K02879|g__Haemophilus.s__Haemophilus_sputorum	3.559
K02879|g__Prevotella.s__Prevotella_melaninogenica	2.611
K02881	3.937
K02881|g__Haemophilus.s__Haemophilus_sputorum	3.937
K02886	5.456
K02886|g__Haemophilus.s__Haemophilus_parainfluenzae	1.3
K02886|g__Haemophilus.s__Haemophilus_sputorum	4.155
K02887	7.874
K02887|g__Haemophilus.s__Haemophilus_sputorum	7.874
K02890	8.565
K02890|g__Haemophilus.s__Haemophilus_sputorum	8.565
K02892	9.709
K02892|g__Haemophilus.s__Haemophilus_sputorum	9.709
K02897	5.319
K02897|g__Haemophilus.s__Haemophilus_sputorum	5.319
K02899	12.658
K02899|g__Haemophilus.s__Haemophilus_sputorum	12.658
K02904	6.369
K02904|unclassified	6.369
K02906	1.898
K02906|g__Haemophilus.s__Haemophilus_parainfluenzae	1.898
K02907	45.763
K02907|g__Haemophilus.s__Haemophilus_sputorum	38.961
K02907|unclassified	6.802
K02909	16.483
K02909|g__Haemophilus.s__Haemophilus_sputorum	16.483
K02911	17.517
K02911|g__Haemophilus.s__Haemophilus_sputorum	14.085
K02911|unclassified	3.432
K02913	48.533
K02913|g__Haemophilus.s__Haemophilus_parainfluenzae	14.085
K02913|g__Sphingomonas.s__Sphingomonas_melonis	14.706
K02913|unclassified	19.743
K02914	28.571
K02914|g__Haemophilus.s__Haemophilus_parainfluenzae	28.571
K02926	9.766
K02926|g__Haemophilus.s__Haemophilus_parainfluenzae	5.794
K02926|g__Haemophilus.s__Haemophilus_sputorum	3.972
K02931	19.705
K02931|g__Haemophilus.s__Haemophilus_parainfluenzae	13.626
K02931|g__Haemophilus.s__Haemophilus_sputorum	6.079
K02933	4.608
K02933|g__Haemophilus.s__Haemophilus_sputorum	4.608
K02945	2.568
K02945|g__Haemophilus.s__Haemophilus_parainfluenzae	2.568
K02946	9.412
K02946|g__Haemophilus.s__Haemophilus_sputorum	9.412
K02948	17.241
K02948|g__Haemophilus.s__Haemophilus_sputorum	17.241
K02950	14.259
K02950|g__Haemophilus.s__Haemophilus_sputorum	3.636
K02950|g__Prevotella.s__Prevotella_melaninogenica	3.521
K02950|g__Sphingomonas.s__Sphingomonas_melonis	7.101
K02952	7.782
K02952|g__Haemophilus.s__Haemophilus_parainfluenzae	7.782
K02954	4.831
K02954|g__Haemophilus.s__Haemophilus_sputorum	4.831
K02956	17.647
K02956|g__Haemophilus.s__Haemophilus_parainfluenzae	5.882
K02956|g__Haemophilus.s__Haemophilus_sputorum	11.765
K02959	20.363
K02959|g__Haemophilus.s__Haemophilus_parainfluenzae	13.652
K02959|g__Haemophilus.s__Haemophilus_sputorum	6.711
K02961	6.452
K02961|g__Haemophilus.s__Haemophilus_sputorum	6.452
K02963	15.634
K02963|g__Haemophilus.s__Haemophilus_parainfluenzae	7.634
K02963|g__Sphingomonas.s__Sphingomonas_melonis	8.0
K02967	19.636
K02967|g__Haemophilus.s__Haemophilus_parainfluenzae	9.139
K02967|g__Haemophilus.s__Haemophilus_sputorum	4.91
K02967|g__Prevotella.s__Prevotella_melaninogenica	5.587
K02968	6.098
K02968|g__Haemophilus.s__Haemophilus_parainfluenzae	6.098
K02982	4.934
K02982|g__Haemophilus.s__Haemophilus_sputorum	4.934
K02986	5.697
K02986|g__Haemophilus.s__Haemophilus_parainfluenzae	1.919
K02986|g__Haemophilus.s__Haemophilus_sputorum	3.777
K02988	4.843
K02988|g__Prevotella.s__Prevotella_melaninogenica	4.843
K02990	4.389
K02990|unclassified	4.389
K03040	5.595
K03040|g__Haemophilus.s__Haemophilus_parainfluenzae	2.247
K03040|g__Haemophilus.s__Haemophilus_sputorum	1.124
K03040|g__Prevotella.s__Prevotella_melaninogenica	2.225
K03060	11.976
K03060|g__Haemophilus.s__Haemophilus_parainfluenzae	11.976
K03072	1.164
K03072|g__Haemophilus.s__Haemophilus_parainfluenzae	1.164
K03076	5.68
K03076|g__Haemophilus.s__Haemophilus_parainfluenzae	1.631
K03076|g__Haemophilus.s__Haemophilus_sputorum	1.631
K03076|g__Prevotella.s__Prevotella_melaninogenica	2.417
K03078	6.885
K03078|g__Haemophilus.s__Haemophilus_sputorum	6.885
K03086	3.735
K03086|g__Haemophilus.s__Haemophilus_parainfluenzae	1.117
K03086|g__Prevotella.s__Prevotella_melaninogenica	2.618
K03088	6.125
K03088|g__Haemophilus.s__Haemophilus_parainfluenzae	2.101
K03088|g__Prevotella.s__Prevotella_melaninogenica	4.024
K03089	2.692
K03089|g__Haemophilus.s__Haemophilus_parainfluenzae	2.692
K03092	1.451
K03092|g__Prevotella.s__Prevotella_melaninogenica	1.451
K03101	5.102
K03101|g__Haemophilus.s__Haemophilus_parainfluenzae	5.102
K03106	1.548
K03106|g__Haemophilus.s__Haemophilus_parainfluenzae	1.548
K03110	5.877
K03110|g__Haemophilus.s__Haemophilus_parainfluenzae	5.877
K03111	2.717
K03111|g__Haemophilus.s__Haemophilus_parainfluenzae	2.717
K03147	1.334
K03147|g__Prevotella.s__Prevotella_melaninogenica	1.334
K03151	2.959
K03151|g__Haemophilus.s__Haemophilus_sputorum	2.959
K03189	5.597
K03189|g__Haemophilus.s__Haemophilus_sputorum	5.597
K03212	1.817
K03212|g__Haemophilus.s__Haemophilus_parainfluenzae	1.817
K03214	4.1
K03214|g__Haemophilus.s__Haemophilus_parainfluenzae	4.1
K03215	1.652
K03215|g__Haemophilus.s__Haemophilus_parainfluenzae	1.652
K03216	5.305
K03216|g__Haemophilus.s__Haemophilus_parainfluenzae	5.305
K03218	3.12
K03218|g__Haemophilus.s__Haemophilus_sputorum	3.12
K03271	4.119
K03271|g__Haemophilus.s__Haemophilus_parainfluenzae	4.119
K03273	8.618
K03273|g__Haemophilus.s__Haemophilus_parainfluenzae	8.618
K03274	4.783
K03274|g__Haemophilus.s__Haemophilus_sputorum	4.783
K03284	2.418
K03284|g__Prevotella.s__Prevotella_melaninogenica	2.418
K03286	2.01
K03286|g__Haemophilus.s__Haemophilus_parainfluenzae	2.01
K03291	1.864
K03291|g__Haemophilus.s__Haemophilus_parainfluenzae	1.864
K03307	1.86
K03307|g__Haemophilus.s__Haemophilus_parainfluenzae	1.86
K03310	4.485
K03310|g__Haemophilus.s__Haemophilus_parainfluenzae	1.493
K03310|g__Prevotella.s__Prevotella_melaninogenica	2.992
K03313	1.631
K03313|g__Prevotella.s__Prevotella_melaninogenica	1.631
K03314	0.695
K03314|g__Haemophilus.s__Haemophilus_parainfluenzae	0.695
K03317	1.742
K03317|g__Haemophilus.s__Haemophilus_parainfluenzae	1.742
K03319	1.476
K03319|g__Haemophilus.s__Haemophilus_parainfluenzae	1.476
K03322	2.58
K03322|g__Prevotella.s__Prevotella_melaninogenica	2.58
K03386	3.195
K03386|g__Haemophilus.s__Haemophilus_parainfluenzae	3.195
K03387	1.371
K03387|g__Prevotella.s__Prevotella_melaninogenica	1.371
K03402	2.809
K03402|g__Haemophilus.s__Haemophilus_parainfluenzae	2.809
K03424	2.903
K03424|g__Haemophilus.s__Haemophilus_parainfluenzae	2.903
K03426	4.287
K03426|g__Haemophilus.s__Haemophilus_parainfluenzae	4.287
K03431	4.858
K03431|g__Haemophilus.s__Haemophilus_parainfluenzae	4.858
K03439	6.062
K03439|g__Haemophilus.s__Haemophilus_parainfluenzae	3.091
K03439|g__Haemophilus.s__Haemophilus_sputorum	1.538
K03439|g__Prevotella.s__Prevotella_melaninogenica	1.433
K03453	2.401
K03453|g__Haemophilus.s__Haemophilus_parainfluenzae	2.401
K03466	1.115
K03466|g__Haemophilus.s__Haemophilus_parainfluenzae	1.115
K03470	7.94
K03470|g__Haemophilus.s__Haemophilus_parainfluenzae	3.968
K03470|g__Prevotella.s__Prevotella_melaninogenica	3.972
K03476	7.056
K03476|g__Haemophilus.s__Haemophilus_sputorum	7.056
K03495	1.17
K03495|g__Prevotella.s__Prevotella_melaninogenica	1.17
K03497	1.241
K03497|g__Prevotella.s__Prevotella_melaninogenica	1.241
K03498	0.736
K03498|g__Prevotella.s__Prevotella_melaninogenica	0.736
K03500	1.616
K03500|g__Haemophilus.s__Haemophilus_parainfluenzae	1.616
K03502	2.766
K03502|g__Prevotella.s__Prevotella_melaninogenica	2.766
K03526	4.93
K03526|g__Haemophilus.s__Haemophilus_parainfluenzae	1.986
K03526|g__Haemophilus.s__Haemophilus_sputorum	2.944
K03527	9.268
K03527|g__Haemophilus.s__Haemophilus_sputorum	7.065
K03527|g__Prevotella.s__Prevotella_melaninogenica	2.203
K03528	2.139
K03528|g__Haemophilus.s__Haemophilus_parainfluenzae	2.139
K03530	6.645
K03530|unclassified	6.645
K03531	5.766
K03531|g__Haemophilus.s__Haemophilus_parainfluenzae	4.139
K03531|g__Prevotella.s__Prevotella_melaninogenica	1.627
K03543	5.607
K03543|g__Haemophilus.s__Haemophilus_parainfluenzae	5.607
K03544	11.953
K03544|g__Prevotella.s__Prevotella_melaninogenica	1.756
K03544|g__Sphingomonas.s__Sphingomonas_melonis	10.198
K03545	3.332
K03545|g__Haemophilus.s__Haemophilus_parainfluenzae	1.668
K03545|g__Haemophilus.s__Haemophilus_sputorum	1.664
K03549	1.055
K03549|g__Prevotella.s__Prevotella_melaninogenica	1.055
K03550	3.906
K03550|g__Haemophilus.s__Haemophilus_parainfluenzae	3.906
K03551	1.151
K03551|g__Haemophilus.s__Haemophilus_parainfluenzae	1.151
K03553	3.137
K03553|g__Haemophilus.s__Haemophilus_parainfluenzae	3.137
K03557	5.0
K03557|g__Haemophilus.s__Haemophilus_parainfluenzae	5.0
K03562	3.407
K03562|g__Haemophilus.s__Haemophilus_parainfluenzae	3.407
K03569	2.167
K03569|g__Prevotella.s__Prevotella_melaninogenica	2.167
K03572	2.231
K03572|g__Prevotella.s__Prevotella_melaninogenica	2.231
K03576	2.41
K03576|g__Haemophilus.s__Haemophilus_parainfluenzae	2.41
K03578	1.069
K03578|g__Haemophilus.s__Haemophilus_parainfluenzae	1.069
K03581	1.635
K03581|g__Haemophilus.s__Haemophilus_parainfluenzae	1.635
K03584	4.759
K03584|g__Haemophilus.s__Haemophilus_parainfluenzae	1.653
K03584|g__Prevotella.s__Prevotella_melaninogenica	3.106
K03585	5.687
K03585|g__Haemophilus.s__Haemophilus_parainfluenzae	3.646
K03585|g__Prevotella.s__Prevotella_melaninogenica	2.041
K03587	1.162
K03587|g__Haemophilus.s__Haemophilus_parainfluenzae	1.162
K03588	5.372
K03588|g__Haemophilus.s__Haemophilus_parainfluenzae	3.687
K03588|g__Prevotella.s__Prevotella_melaninogenica	1.685
K03589	4.105
K03589|g__Haemophilus.s__Haemophilus_parainfluenzae	2.915
K03589|g__Prevotella.s__Prevotella_melaninogenica	1.189
K03591	1.307
K03591|g__Haemophilus.s__Haemophilus_parainfluenzae	1.307
K03593	0.987
K03593|g__Haemophilus.s__Haemophilus_parainfluenzae	0.987
K03595	1.239
K03595|g__Haemophilus.s__Haemophilus_sputorum	1.239
K03596	3.521
K03596|g__Haemophilus.s__Haemophilus_parainfluenzae	1.16
K03596|g__Haemophilus.s__Haemophilus_sputorum	2.361
K03598	2.367
K03598|g__Haemophilus.s__Haemophilus_parainfluenzae	2.367
K03601	3.288
K03601|g__Prevotella.s__Prevotella_melaninogenica	3.288
K03613	3.273
K03613|g__Haemophilus.s__Haemophilus_parainfluenzae	3.273
K03617	5.063
K03617|g__Haemophilus.s__Haemophilus_parainfluenzae	5.063
K03628	16.579
K03628|g__Sphingomonas.s__Sphingomonas_melonis	16.579
K03634	1.898
K03634|g__Haemophilus.s__Haemophilus_parainfluenzae	1.898
K03639	2.188
K03639|g__Haemophilus.s__Haemophilus_parainfluenzae	2.188
K03644	4.589
K03644|g__Haemophilus.s__Haemophilus_sputorum	3.429
K03644|g__Prevotella.s__Prevotella_melaninogenica	1.16
K03646	1.698
K03646|g__Haemophilus.s__Haemophilus_parainfluenzae	1.698
K03648	1.786
K03648|g__Haemophilus.s__Haemophilus_parainfluenzae	1.786
K03650	3.177
K03650|g__Haemophilus.s__Haemophilus_sputorum	3.177
K03655	1.502
K03655|g__Haemophilus.s__Haemophilus_parainfluenzae	1.502
K03656	2.091
K03656|g__Haemophilus.s__Haemophilus_parainfluenzae	2.091
K03657	1.925
K03657|g__Haemophilus.s__Haemophilus_parainfluenzae	1.925
K03664	5.263
K03664|g__Haemophilus.s__Haemophilus_sputorum	5.263
K03665	4.126
K03665|g__Haemophilus.s__Haemophilus_parainfluenzae	2.389
K03665|g__Prevotella.s__Prevotella_melaninogenica	1.738
K03667	0.81
K03667|g__Haemophilus.s__Haemophilus_parainfluenzae	0.81
K03683	3.39
K03683|g__Haemophilus.s__Haemophilus_parainfluenzae	3.39
K03686	8.635
K03686|g__Haemophilus.s__Haemophilus_parainfluenzae	0.964
K03686|g__Haemophilus.s__Haemophilus_sputorum	7.67
K03702	3.098
K03702|g__Haemophilus.s__Haemophilus_sputorum	3.098
K03711	2.857
K03711|g__Haemophilus.s__Haemophilus_parainfluenzae	2.857
K03718	5.435
K03718|g__Prevotella.s__Prevotella_melaninogenica	5.435
K03719	15.486
K03719|g__Haemophilus.s__Haemophilus_parainfluenzae	5.263
K03719|g__Haemophilus.s__Haemophilus_sputorum	5.222
K03719|g__Prevotella.s__Prevotella_melaninogenica	5.001
K03721	2.35
K03721|g__Haemophilus.s__Haemophilus_parainfluenzae	2.35
K03732	3.448
K03732|g__Haemophilus.s__Haemophilus_parainfluenzae	3.448
K03733	2.543
K03733|g__Haemophilus.s__Haemophilus_parainfluenzae	1.269
K03733|g__Prevotella.s__Prevotella_melaninogenica	1.274
K03734	3.216
K03734|g__Haemophilus.s__Haemophilus_parainfluenzae	2.125
K03734|g__Prevotella.s__Prevotella_melaninogenica	1.091
K03750	1.789
K03750|g__Haemophilus.s__Haemophilus_parainfluenzae	1.789
K03752	4.283
K03752|g__Haemophilus.s__Haemophilus_parainfluenzae	4.283
K03756	1.635
K03756|g__Haemophilus.s__Haemophilus_parainfluenzae	1.635
K03764	9.174
K03764|g__Haemophilus.s__Haemophilus_sputorum	9.174
K03768	5.53
K03768|g__Haemophilus.s__Haemophilus_parainfluenzae	2.439
K03768|g__Prevotella.s__Prevotella_melaninogenica	3.091
K03770	1.125
K03770|g__Haemophilus.s__Haemophilus_parainfluenzae	1.125
K03771	3.87
K03771|g__Haemophilus.s__Haemophilus_parainfluenzae	2.381
K03771|g__Prevotella.s__Prevotella_melaninogenica	1.489
K03772	3.175
K03772|g__Haemophilus.s__Haemophilus_parainfluenzae	3.175
K03773	3.752
K03773|g__Haemophilus.s__Haemophilus_parainfluenzae	3.752
K03781	2.102
K03781|g__Haemophilus.s__Haemophilus_sputorum	2.102
K03786	5.666
K03786|g__Haemophilus.s__Haemophilus_parainfluenzae	5.666
K03787	1.484
K03787|g__Prevotella.s__Prevotella_melaninogenica	1.484
K03789	5.865
K03789|g__Haemophilus.s__Haemophilus_parainfluenzae	5.865
K03797	2.4
K03797|g__Prevotella.s__Prevotella_melaninogenica	2.4
K03799	2.67
K03799|g__Haemophilus.s__Haemophilus_parainfluenzae	2.67
K03801	3.69
K03801|g__Haemophilus.s__Haemophilus_parainfluenzae	3.69
K03814	3.091
K03814|g__Haemophilus.s__Haemophilus_parainfluenzae	3.091
K03820	3.489
K03820|g__Haemophilus.s__Haemophilus_parainfluenzae	3.489
K03832	5.633
K03832|g__Prevotella.s__Prevotella_melaninogenica	5.633
K03833	1.136
K03833|g__Haemophilus.s__Haemophilus_parainfluenzae	1.136
K03834	3.587
K03834|g__Haemophilus.s__Haemophilus_parainfluenzae	3.587
K03835	1.727
K03835|g__Haemophilus.s__Haemophilus_parainfluenzae	1.727
K03837	1.756
K03837|g__Haemophilus.s__Haemophilus_parainfluenzae	1.756
K03885	2.429
K03885|g__Haemophilus.s__Haemophilus_parainfluenzae	2.429
K03923	13.172
K03923|g__Haemophilus.s__Haemophilus_parainfluenzae	11.084
K03923|g__Haemophilus.s__Haemophilus_sputorum	2.088
K03924	2.167
K03924|g__Prevotella.s__Prevotella_melaninogenica	2.167
K03977	4.327
K03977|g__Haemophilus.s__Haemophilus_parainfluenzae	2.111
K03977|g__Haemophilus.s__Haemophilus_sputorum	1.393
K03977|g__Prevotella.s__Prevotella_melaninogenica	0.824
K03979	3.699
K03979|g__Haemophilus.s__Haemophilus_parainfluenzae	1.84
K03979|g__Haemophilus.s__Haemophilus_sputorum	1.859
K03981	3.407
K03981|g__Haemophilus.s__Haemophilus_parainfluenzae	3.407
K04014	3.46
K04014|g__Haemophilus.s__Haemophilus_parainfluenzae	3.46
K04016	1.108
K04016|g__Haemophilus.s__Haemophilus_parainfluenzae	1.108
K04042	1.574
K04042|g__Haemophilus.s__Haemophilus_parainfluenzae	1.574
K04044	1.138
K04044|g__Haemophilus.s__Haemophilus_parainfluenzae	1.138
K04068	5.435
K04068|g__Haemophilus.s__Haemophilus_parainfluenzae	5.435
K04069	12.341
K04069|g__Haemophilus.s__Haemophilus_parainfluenzae	2.981
K04069|g__Haemophilus.s__Haemophilus_sputorum	9.36
K04075	1.676
K04075|g__Haemophilus.s__Haemophilus_parainfluenzae	1.676
K04077	9.085
K04077|g__Haemophilus.s__Haemophilus_parainfluenzae	6.464
K04077|g__Prevotella.s__Prevotella_melaninogenica	2.621
K04078	5.319
K04078|g__Sphingomonas.s__Sphingomonas_melonis	5.319
K04087	2.538
K04087|g__Haemophilus.s__Haemophilus_parainfluenzae	2.538
K04088	1.751
K04088|g__Haemophilus.s__Haemophilus_parainfluenzae	1.751
K04096	1.98
K04096|g__Haemophilus.s__Haemophilus_parainfluenzae	1.98
K04485	0.769
K04485|g__Prevotella.s__Prevotella_melaninogenica	0.769
K04487	7.119
K04487|g__Haemophilus.s__Haemophilus_parainfluenzae	5.381
K04487|g__Haemophilus.s__Haemophilus_sputorum	1.738
K04568	2.26
K04568|g__Haemophilus.s__Haemophilus_parainfluenzae	2.26
K04654	3.949
K04654|g__Haemophilus.s__Haemophilus_parainfluenzae	3.949
K04691	1.083
K04691|g__Haemophilus.s__Haemophilus_parainfluenzae	1.083
K04750	10.554
K04750|unclassified	10.554
K04755	4.132
K04755|g__Haemophilus.s__Haemophilus_sputorum	4.132
K04760	10.61
K04760|g__Haemophilus.s__Haemophilus_parainfluenzae	10.61
K04761	2.481
K04761|g__Haemophilus.s__Haemophilus_parainfluenzae	2.481
K04762	6.757
K04762|g__Haemophilus.s__Haemophilus_parainfluenzae	6.757
K04764	7.463
K04764|unclassified	7.463
K04772	3.096
K04772|g__Haemophilus.s__Haemophilus_parainfluenzae	3.096
K04773	0.565
K04773|g__Haemophilus.s__Haemophilus_parainfluenzae	0.565
K05515	1.813
K05515|g__Prevotella.s__Prevotella_melaninogenica	1.813
K05524	4.132
K05524|g__Sphingomonas.s__Sphingomonas_melonis	4.132
K05539	2.255
K05539|g__Haemophilus.s__Haemophilus_parainfluenzae	2.255
K05540	2.27
K05540|g__Haemophilus.s__Haemophilus_parainfluenzae	2.27
K05541	2.463
K05541|g__Haemophilus.s__Haemophilus_parainfluenzae	2.463
K05590	1.627
K05590|g__Haemophilus.s__Haemophilus_parainfluenzae	1.627
K05592	2.863
K05592|g__Haemophilus.s__Haemophilus_parainfluenzae	2.863
K05801	2.608
K05801|g__Haemophilus.s__Haemophilus_parainfluenzae	2.608
K05820	1.885
K05820|g__Haemophilus.s__Haemophilus_parainfluenzae	1.885
K05837	1.969
K05837|g__Haemophilus.s__Haemophilus_parainfluenzae	1.969
K05844	5.0
K05844|g__Haemophilus.s__Haemophilus_parainfluenzae	5.0
K05851	0.832
K05851|g__Haemophilus.s__Haemophilus_parainfluenzae	0.832
K06039	7.782
K06039|g__Haemophilus.s__Haemophilus_parainfluenzae	7.782
K06041	3.49
K06041|g__Haemophilus.s__Haemophilus_parainfluenzae	1.196
K06041|g__Prevotella.s__Prevotella_melaninogenica	2.294
K06131	3.026
K06131|g__Prevotella.s__Prevotella_melaninogenica	3.026
K06142	4.808
K06142|g__Prevotella.s__Prevotella_melaninogenica	4.808
K06147	3.687
K06147|g__Prevotella.s__Prevotella_melaninogenica	3.687
K06148	10.481
K06148|g__Haemophilus.s__Haemophilus_parainfluenzae	3.729
K06148|g__Haemophilus.s__Haemophilus_sputorum	6.753
K06158	4.403
K06158|g__Haemophilus.s__Haemophilus_parainfluenzae	4.403
K06168	4.528
K06168|g__Haemophilus.s__Haemophilus_parainfluenzae	4.528
K06173	2.878
K06173|g__Haemophilus.s__Haemophilus_parainfluenzae	2.878
K06176	4.334
K06176|g__Haemophilus.s__Haemophilus_parainfluenzae	4.334
K06177	1.73
K06177|g__Haemophilus.s__Haemophilus_parainfluenzae	1.73
K06179	1.135
K06179|g__Haemophilus.s__Haemophilus_parainfluenzae	1.135
K06181	3.407
K06181|g__Haemophilus.s__Haemophilus_parainfluenzae	3.407
K06186	3.185
K06186|g__Haemophilus.s__Haemophilus_parainfluenzae	3.185
K06187	3.976
K06187|g__Haemophilus.s__Haemophilus_parainfluenzae	3.976
K06188	6.797
K06188|g__Haemophilus.s__Haemophilus_parainfluenzae	3.39
K06188|g__Haemophilus.s__Haemophilus_sputorum	3.407
K06189	2.509
K06189|g__Haemophilus.s__Haemophilus_parainfluenzae	2.509
K06201	3.021
K06201|g__Prevotella.s__Prevotella_melaninogenica	3.021
K06203	3.934
K06203|g__Haemophilus.s__Haemophilus_parainfluenzae	3.934
K06211	1.979
K06211|g__Haemophilus.s__Haemophilus_parainfluenzae	1.979
K06212	1.284
K06212|g__Haemophilus.s__Haemophilus_parainfluenzae	1.284
K06223	1.325
K06223|g__Haemophilus.s__Haemophilus_parainfluenzae	1.325
K06281	1.242
K06281|g__Haemophilus.s__Haemophilus_parainfluenzae	1.242
K06861	1.374
K06861|g__Prevotella.s__Prevotella_melaninogenica	1.374
K06866	3.484
K06866|g__Haemophilus.s__Haemophilus_sputorum	3.484
K06871	1.912
K06871|g__Haemophilus.s__Haemophilus_parainfluenzae	1.912
K06872	2.853
K06872|g__Haemophilus.s__Haemophilus_parainfluenzae	2.853
K06881	2.132
K06881|g__Prevotella.s__Prevotella_melaninogenica	2.132
K06889	1.732
K06889|g__Prevotella.s__Prevotella_melaninogenica	1.732
K06896	7.225
K06896|g__Haemophilus.s__Haemophilus_parainfluenzae	5.78
K06896|g__Haemophilus.s__Haemophilus_sputorum	1.445
K06899	4.362
K06899|g__Haemophilus.s__Haemophilus_parainfluenzae	4.362
K06901	3.241
K06901|g__Haemophilus.s__Haemophilus_parainfluenzae	3.241
K06915	2.81
K06915|g__Haemophilus.s__Haemophilus_parainfluenzae	2.81
K06941	7.551
K06941|g__Haemophilus.s__Haemophilus_parainfluenzae	3.813
K06941|g__Haemophilus.s__Haemophilus_sputorum	3.738
K06942	5.016
K06942|g__Haemophilus.s__Haemophilus_sputorum	3.024
K06942|g__Prevotella.s__Prevotella_melaninogenica	1.992
K06957	0.573
K06957|g__Haemophilus.s__Haemophilus_parainfluenzae	0.573
K06958	3.958
K06958|g__Haemophilus.s__Haemophilus_parainfluenzae	3.958
K06959	2.115
K06959|g__Haemophilus.s__Haemophilus_parainfluenzae	1.356
K06959|g__Prevotella.s__Prevotella_melaninogenica	0.76
K07000	2.194
K07000|g__Prevotella.s__Prevotella_melaninogenica	2.194
K07007	0.907
K07007|g__Haemophilus.s__Haemophilus_parainfluenzae	0.907
K07014	1.217
K07014|g__Haemophilus.s__Haemophilus_parainfluenzae	1.217
K07024	4.468
K07024|g__Haemophilus.s__Haemophilus_parainfluenzae	1.391
K07024|g__Sphingomonas.s__Sphingomonas_melonis	3.077
K07025	3.289
K07025|g__Haemophilus.s__Haemophilus_parainfluenzae	3.289
K07054	2.725
K07054|g__Haemophilus.s__Haemophilus_parainfluenzae	2.725
K07058	1.599
K07058|g__Prevotella.s__Prevotella_melaninogenica	1.599
K07082	4.244
K07082|g__Haemophilus.s__Haemophilus_parainfluenzae	2.105
K07082|g__Prevotella.s__Prevotella_melaninogenica	2.139
K07084	1.596
K07084|g__Haemophilus.s__Haemophilus_parainfluenzae	1.596
K07088	4.793
K07088|g__Haemophilus.s__Haemophilus_parainfluenzae	1.2
K07088|g__Haemophilus.s__Haemophilus_sputorum	1.2
K07088|g__Prevotella.s__Prevotella_melaninogenica	2.392
K07090	1.439
K07090|g__Haemophilus.s__Haemophilus_parainfluenzae	1.439
K07091	2.654
K07091|g__Haemophilus.s__Haemophilus_parainfluenzae	1.008
K07091|g__Prevotella.s__Prevotella_melaninogenica	1.646
K07098	3.933
K07098|g__Prevotella.s__Prevotella_melaninogenica	3.933
K07112	8.014
